email,source_url,timestamp
OntarioCanadaoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
400051MaharashtraIndiaoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
10007USAoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
BerlinGermanyoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
HelsinkiFinlandoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
BrusselsBelgiumoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
re75009ParisFranceoffice@spotify.comSpotify,https://www.spotify.com/us/about-us/contact/,2025-08-03T13:24:07.516406
heroku-abuse@salesforce.com.,https://heroku.com/contact,2025-08-03T13:24:14.335727
heroku-abuse@salesforce.com,https://heroku.com/contact,2025-08-03T13:24:14.335727
fraud@netlify.com,https://netlify.com/contact,2025-08-03T13:24:16.188643
press@intercom.com,https://intercom.com/contact,2025-08-03T13:24:18.300761
mailgun.topadmiral@mailgun.toptimduncan,https://mailgun.com/contact,2025-08-03T13:24:45.527755
icondeliv-team@mailgun.companyoutbound-sales,https://mailgun.com/contact,2025-08-03T13:24:45.527755
mailgun.companyspamtrapmonitoring@mailgun.companyiceman,https://mailgun.com/contact,2025-08-03T13:24:45.527755
press@grammarly.com,https://coda.io/contact,2025-08-03T13:24:59.316694
press@figma.com,https://figma.com/contact,2025-08-03T13:25:00.300232
CopenhagenDenmarkoffice@spotify.comSPOTIFY,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
11040Mexicooffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
Luxembourgoffice@spotify.com,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
MilanoItalyoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
556703-7485office@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
Kingdomoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
Israeloffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
AmsterdamNetherlandsoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
MadridSpainoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
OntarioCanadaoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
400051MaharashtraIndiaoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
10007USAoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
BerlinGermanyoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
HelsinkiFinlandoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
BrusselsBelgiumoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
re75009ParisFranceoffice@spotify.comSpotify,https://spotify.com/us/about-us/contact,2025-08-03T13:25:12.746766
